FV,0,0,1,1,0,0,0,0,1
FW,0,0,1,1,0,0,0,1,0
FY,0,0,1,1,0,0,0,1,1
GA,0,0,1,1,0,0,1,0,0
GC,0,0,1,1,0,0,1,0,1
GD,0,0,1,1,0,0,1,1,0
GE,0,0,1,1,0,0,1,1,1
GF,0,0,1,1,0,1,0,0,0
GG,0,0,1,1,0,1,0,0,1
GH,0,0,1,1,0,1,0,1,0
GI,0,0,1,1,0,1,0,1,1
GK,0,0,1,1,0,1,1,0,0
GL,0,0,1,1,0,1,1,0,1
GM,0,0,1,1,0,1,1,1,0
GN,0,0,1,1,0,1,1,1,1
GP,0,0,1,1,1,0,0,0,0
GQ,0,0,1,1,1,0,0,0,1
GR,0,0,1,1,1,0,0,1,0
GS,0,0,1,1,1,0,0,1,1
GT,0,0,1,1,1,0,1,0,0
GV,0,0,1,1,1,0,1,0,1
GW,0,0,1,1,1,0,1,1,0
GY,0,0,1,1,1,0,1,1,1
HA,0,0,1,1,1,1,0,0,0
HC,0,0,1,1,1,1,0,0,1
HD,0,0,1,1,1,1,0,1,0
HE,0,0,1,1,1,1,0,1,1
HF,0,0,1,1,1,1,1,0,0
HG,0,0,1,1,1,1,1,0,1
HH,0,0,1,1,1,1,1,1,0
HI,0,0,1,1,1,1,1,1,1
HK,0,1,0,0,0,0,0,0,0
HL,0,1,0,0,0,0,0,0,1
HM,0,1,0,0,0,0,0,1,0
HN,0,1,0,0,0,0,0,1,1
HP,0,1,0,0,0,0,1,0,0
HQ,0,1,0,0,0,0,1,0,1
HR,0,1,0,0,0,0,1,1,0
HS,0,1,0,0,0,0,1,1,1
HT,0,1,0,0,0,1,0,0,0
HV,0,1,0,0,0,1,0,0,1
HW,0,1,0,0,0,1,0,1,0
HY,0,1,0,0,0,1,0,1,1
IA,0,1,0,0,0,1,1,0,0
IC,0,1,0,0,0,1,1,0,1
ID,0,1,0,0,0,1,1,1,0
IE,0,1,0,0,0,1,1,1,1
IF,0,1,0,0,1,0,0,0,0
IG,0,1,0,0,1,0,0,0,1
IH,0,1,0,0,1,0,0,1,0
II,0,1,0,0,1,0,0,1,1
IK,0,1,0,0,1,0,1,0,0
IL,0,1,0,0,1,0,1,0,1
IM,0,1,0,0,1,0,1,1,0
IN,0,1,0,0,1,0,1,1,1
IP,0,1,0,0,1,1,0,0,0
IQ,0,1,0,0,1,1,0,0,1
IR,0,1,0,0,1,1,0,1,0
IS,0,1,0,0,1,1,0,1,1
IT,0,1,0,0,1,1,1,0,0
IV,0,1,0,0,1,1,1,0,1
IW,0,1,0,0,1,1,1,1,0
IY,0,1,0,0,1,1,1,1,1
KA,0,1,0,1,0,0,0,0,0
KC,0,1,0,1,0,0,0,0,1
KD,0,1,0,1,0,0,0,1,0
KE,0,1,0,1,0,0,0,1,1
KF,0,1,0,1,0,0,1,0,0
KG,0,1,0,1,0,0,1,0,1
KH,0,1,0,1,0,0,1,1,0
KI,0,1,0,1,0,0,1,1,1
KK,0,1,0,1,0,1,0,0,0
KL,0,1,0,1,0,1,0,0,1
KM,0,1,0,1,0,1,0,1,0
KN,0,1,0,1,0,1,0,1,1
KP,0,1,0,1,0,1,1,0,0
KQ,0,1,0,1,0,1,1,0,1
KR,0,1,0,1,0,1,1,1,0
KS,0,1,0,1,0,1,1,1,1
KT,0,1,0,1,1,0,0,0,0
KV,0,1,0,1,1,0,0,0,1
KW,0,1,0,1,1,0,0,1,0
KY,0,1,0,1,1,0,0,1,1
LA,0,1,0,1,1,0,1,0,0
LC,0,1,0,1,1,0,1,0,1
LD,0,1,0,1,1,0,1,1,0
LE,0,1,0,1,1,0,1,1,1
LF,0,1,0,1,1,1,0,0,0
LG,0,1,0,1,1,1,0,0,1
LH,0,1,0,1,1,1,0,1,0
LI,0,1,0,1,1,1,0,1,1
LK,0,1,0,1,1,1,1,0,0
LL,0,1,0,1,1,1,1,0,1
LM,0,1,0,1,1,1,1,1,0
LN,0,1,0,1,1,1,1,1,1
LP,0,1,1,0,0,0,0,0,0
LQ,0,1,1,0,0,0,0,0,1
LR,0,1,1,0,0,0,0,1,0
LS,0,1,1,0,0,0,0,1,1
LT,0,1,1,0,0,0,1,0,0
LV,0,1,1,0,0,0,1,0,1
LW,0,1,1,0,0,0,1,1,0
LY,0,1,1,0,0,0,1,1,1
MA,0,1,1,0,0,1,0,0,0
MC,0,1,1,0,0,1,0,0,1
MD,0,1,1,0,0,1,0,1,0
ME,0,1,1,0,0,1,0,1,1
MF,0,1,1,0,0,1,1,0,0
MG,0,1,1,0,0,1,1,0,1
MH,0,1,1,0,0,1,1,1,0
MI,0,1,1,0,0,1,1,1,1
MK,0,1,1,0,1,0,0,0,0
ML,0,1,1,0,1,0,0,0,1
MM,0,1,1,0,1,0,0,1,0
MN,0,1,1,0,1,0,0,1,1
MP,0,1,1,0,1,0,1,0,0
MQ,0,1,1,0,1,0,1,0,1
MR,0,1,1,0,1,0,1,1,0
MS,0,1,1,0,1,0,1,1,1
MT,0,1,1,0,1,1,0,0,0
MV,0,1,1,0,1,1,0,0,1
MW,0,1,1,0,1,1,0,1,0
MY,0,1,1,0,1,1,0,1,1
NA,0,1,1,0,1,1,1,0,0
NC,0,1,1,0,1,1,1,0,1
ND,0,1,1,0,1,1,1,1,0
NE,0,1,1,0,1,1,1,1,1
NF,0,1,1,1,0,0,0,0,0
NG,0,1,1,1,0,0,0,0,1
NH,0,1,1,1,0,0,0,1,0
NI,0,1,1,1,0,0,0,1,1
NK,0,1,1,1,0,0,1,0,0
NL,0,1,1,1,0,0,1,0,1
NM,0,1,1,1,0,0,1,1,0
NN,0,1,1,1,0,0,1,1,1
NP,0,1,1,1,0,1,0,0,0
NQ,0,1,1,1,0,1,0,0,1
NR,0,1,1,1,0,1,0,1,0
NS,0,1,1,1,0,1,0,1,1
NT,0,1,1,1,0,1,1,0,0
NV,0,1,1,1,0,1,1,0,1
NW,0,1,1,1,0,1,1,1,0
NY,0,1,1,1,0,1,1,1,1
PA,0,1,1,1,1,0,0,0,0
PC,0,1,1,1,1,0,0,0,1
PD,0,1,1,1,1,0,0,1,0
PE,0,1,1,1,1,0,0,1,1
PF,0,1,1,1,1,0,1,0,0
PG,0,1,1,1,1,0,1,0,1
PH,0,1,1,1,1,0,1,1,0
PI,0,1,1,1,1,0,1,1,1
PK,0,1,1,1,1,1,0,0,0
PL,0,1,1,1,1,1,0,0,1
PM,0,1,1,1,1,1,0,1,0
PN,0,1,1,1,1,1,0,1,1
PP,0,1,1,1,1,1,1,0,0
PQ,0,1,1,1,1,1,1,0,1
PR,0,1,1,1,1,1,1,1,0
PS,0,1,1,1,1,1,1,1,1
PT,1,0,0,0,0,0,0,0,0
PV,1,0,0,0,0,0,0,0,1
PW,1,0,0,0,0,0,0,1,0
PY,1,0,0,0,0,0,0,1,1
QA,1,0,0,0,0,0,1,0,0
QC,1,0,0,0,0,0,1,0,1
QD,1,0,0,0,0,0,1,1,0
QE,1,0,0,0,0,0,1,1,1
QF,1,0,0,0,0,1,0,0,0
QG,1,0,0,0,0,1,0,0,1
QH,1,0,0,0,0,1,0,1,0
QI,1,0,0,0,0,1,0,1,1
QK,1,0,0,0,0,1,1,0,0
QL,1,0,0,0,0,1,1,0,1
QM,1,0,0,0,0,1,1,1,0
QN,1,0,0,0,0,1,1,1,1
QP,1,0,0,0,1,0,0,0,0
QQ,1,0,0,0,1,0,0,0,1
QR,1,0,0,0,1,0,0,1,0
QS,1,0,0,0,1,0,0,1,1
QT,1,0,0,0,1,0,1,0,0
QV,1,0,0,0,1,0,1,0,1
QW,1,0,0,0,1,0,1,1,0
QY,1,0,0,0,1,0,1,1,1
RA,1,0,0,0,1,1,0,0,0
RC,1,0,0,0,1,1,0,0,1
RD,1,0,0,0,1,1,0,1,0
RE,1,0,0,0,1,1,0,1,1
RF,1,0,0,0,1,1,1,0,0
RG,1,0,0,0,1,1,1,0,1
RH,1,0,0,0,1,1,1,1,0
RI,1,0,0,0,1,1,1,1,1
RK,1,0,0,1,0,0,0,0,0
RL,1,0,0,1,0,0,0,0,1
RM,1,0,0,1,0,0,0,1,0
RN,1,0,0,1,0,0,0,1,1
RP,1,0,0,1,0,0,1,0,0
RQ,1,0,0,1,0,0,1,0,1
RR,1,0,0,1,0,0,1,1,0
RS,1,0,0,1,0,0,1,1,1
RT,1,0,0,1,0,1,0,0,0
RV,1,0,0,1,0,1,0,0,1
RW,1,0,0,1,0,1,0,1,0
RY,1,0,0,1,0,1,0,1,1
SA,1,0,0,1,0,1,1,0,0
SC,1,0,0,1,0,1,1,0,1
SD,1,0,0,1,0,1,1,1,0
SE,1,0,0,1,0,1,1,1,1
SF,1,0,0,1,1,0,0,0,0
SG,1,0,0,1,1,0,0,0,1
SH,1,0,0,1,1,0,0,1,0
SI,1,0,0,1,1,0,0,1,1
SK,1,0,0,1,1,0,1,0,0
SL,1,0,0,1,1,0,1,0,1
SM,1,0,0,1,1,0,1,1,0
SN,1,0,0,1,1,0,1,1,1
SP,1,0,0,1,1,1,0,0,0
SQ,1,0,0,1,1,1,0,0,1
SR,1,0,0,1,1,1,0,1,0
SS,1,0,0,1,1,1,0,1,1
ST,1,0,0,1,1,1,1,0,0
SV,1,0,0,1,1,1,1,0,1
SW,1,0,0,1,1,1,1,1,0
SY,1,0,0,1,1,1,1,1,1
TA,1,0,1,0,0,0,0,0,0
TC,1,0,1,0,0,0,0,0,1
TD,1,0,1,0,0,0,0,1,0
TE,1,0,1,0,0,0,0,1,1
TF,1,0,1,0,0,0,1,0,0
TG,1,0,1,0,0,0,1,0,1
TH,1,0,1,0,0,0,1,1,0
TI,1,0,1,0,0,0,1,1,1
TK,1,0,1,0,0,1,0,0,0
TL,1,0,1,0,0,1,0,0,1
TM,1,0,1,0,0,1,0,1,0
TN,1,0,1,0,0,1,0,1,1
TP,1,0,1,0,0,1,1,0,0
TQ,1,0,1,0,0,1,1,0,1
TR,1,0,1,0,0,1,1,1,0
TS,1,0,1,0,0,1,1,1,1
TT,1,0,1,0,1,0,0,0,0
TV,1,0,1,0,1,0,0,0,1
TW,1,0,1,0,1,0,0,1,0
TY,1,0,1,0,1,0,0,1,1
VA,1,0,1,0,1,0,1,0,0
VC,1,0,1,0,1,0,1,0,1
VD,1,0,1,0,1,0,1,1,0
VE,1,0,1,0,1,0,1,1,1
VF,1,0,1,0,1,1,0,0,0
VG,1,0,1,0,1,1,0,0,1
VH,1,0,1,0,1,1,0,1,0
VI,1,0,1,0,1,1,0,1,1
VK,1,0,1,0,1,1,1,0,0
VL,1,0,1,0,1,1,1,0,1
VM,1,0,1,0,1,1,1,1,0
VN,1,0,1,0,1,1,1,1,1
VP,1,0,1,1,0,0,0,0,0
VQ,1,0,1,1,0,0,0,0,1
VR,1,0,1,1,0,0,0,1,0
VS,1,0,1,1,0,0,0,1,1
VT,1,0,1,1,0,0,1,0,0
VV,1,0,1,1,0,0,1,0,1
VW,1,0,1,1,0,0,1,1,0
VY,1,0,1,1,0,0,1,1,1
WA,1,0,1,1,0,1,0,0,0
WC,1,0,1,1,0,1,0,0,1
WD,1,0,1,1,0,1,0,1,0
WE,1,0,1,1,0,1,0,1,1
WF,1,0,1,1,0,1,1,0,0
WG,1,0,1,1,0,1,1,0,1
WH,1,0,1,1,0,1,1,1,0
WI,1,0,1,1,0,1,1,1,1
WK,1,0,1,1,1,0,0,0,0
WL,1,0,1,1,1,0,0,0,1
WM,1,0,1,1,1,0,0,1,0
WN,1,0,1,1,1,0,0,1,1
WP,1,0,1,1,1,0,1,0,0
WQ,1,0,1,1,1,0,1,0,1
WR,1,0,1,1,1,0,1,1,0
WS,1,0,1,1,1,0,1,1,1
WT,1,0,1,1,1,1,0,0,0
WV,1,0,1,1,1,1,0,0,1
WW,1,0,1,1,1,1,0,1,0
WY,1,0,1,1,1,1,0,1,1
YA,1,0,1,1,1,1,1,0,0
YC,1,0,1,1,1,1,1,0,1
YD,1,0,1,1,1,1,1,1,0
YE,1,0,1,1,1,1,1,1,1
YF,1,1,0,0,0,0,0,0,0
YG,1,1,0,0,0,0,0,0,1
YH,1,1,0,0,0,0,0,1,0
YI,1,1,0,0,0,0,0,1,1
YK,1,1,0,0,0,0,1,0,0
YL,1,1,0,0,0,0,1,0,1
YM,1,1,0,0,0,0,1,1,0
YN,1,1,0,0,0,0,1,1,1
YP,1,1,0,0,0,1,0,0,0
YQ,1,1,0,0,0,1,0,0,1
YR,1,1,0,0,0,1,0,1,0
YS,1,1,0,0,0,1,0,1,1
YT,1,1,0,0,0,1,1,0,0
YV,1,1,0,0,0,1,1,0,1
YW,1,1,0,0,0,1,1,1,0
YY,1,1,0,0,0,1,1,1,1
